<tr>   		  
	<td><a href="/home/smaz-brn/project/ASIC-W-ICONS/Cadence/w_icons/regressions/runs/latest/w_icons_top.tc_sanity/regression.log">w_icons_top.tc_sanity</a></td>  		  
	<td class="passed">PASSED</td>  		  
	<td>12:05:58</td>  		  
	<td>12:05:59</td>  		  
	<td><div class="duration-bar" style="width: 1px"></div></td>  		  
	<td>0 min(s) and  1 sec(s)</td>  		  
</tr>
<tr>   		  
	<td><a href="/home/smaz-brn/project/ASIC-W-ICONS/Cadence/w_icons/regressions/runs/latest/w_icons_top.tc_sanity_stim/regression.log">w_icons_top.tc_sanity_stim</a></td>  		  
	<td class="passed">PASSED</td>  		  
	<td>12:05:59</td>  		  
	<td>12:06:02</td>  		  
	<td><div class="duration-bar" style="width: 3px"></div></td>  		  
	<td>0 min(s) and  3 sec(s)</td>  		  
</tr>
<tr>   		  
	<td><a href="/home/smaz-brn/project/ASIC-W-ICONS/Cadence/w_icons/regressions/runs/latest/w_icons_top.tc_rec_all_chs/regression.log">w_icons_top.tc_rec_all_chs</a></td>  		  
	<td class="passed">PASSED</td>  		  
	<td>12:06:02</td>  		  
	<td>12:06:09</td>  		  
	<td><div class="duration-bar" style="width: 7px"></div></td>  		  
	<td>0 min(s) and  7 sec(s)</td>  		  
</tr>
<tr>   		  
	<td><a href="/home/smaz-brn/project/ASIC-W-ICONS/Cadence/w_icons/regressions/runs/latest/w_icons_top.tc_rec_discharge/regression.log">w_icons_top.tc_rec_discharge</a></td>  		  
	<td class="passed">PASSED</td>  		  
	<td>12:06:09</td>  		  
	<td>12:06:37</td>  		  
	<td><div class="duration-bar" style="width: 28px"></div></td>  		  
	<td>0 min(s) and  28 sec(s)</td>  		  
</tr>
<tr>   		  
	<td><a href="/home/smaz-brn/project/ASIC-W-ICONS/Cadence/w_icons/regressions/runs/latest/w_icons_top.tc_rec_test_mode/regression.log">w_icons_top.tc_rec_test_mode</a></td>  		  
	<td class="passed">PASSED</td>  		  
	<td>12:06:37</td>  		  
	<td>12:06:47</td>  		  
	<td><div class="duration-bar" style="width: 10px"></div></td>  		  
	<td>0 min(s) and  10 sec(s)</td>  		  
</tr>
<tr>   		  
	<td><a href="/home/smaz-brn/project/ASIC-W-ICONS/Cadence/w_icons/regressions/runs/latest/w_icons_top.tc_stim_mask_chk_err/regression.log">w_icons_top.tc_stim_mask_chk_err</a></td>  		  
	<td class="passed">PASSED</td>  		  
	<td>12:06:47</td>  		  
	<td>12:08:41</td>  		  
	<td><div class="duration-bar" style="width: 114px"></div></td>  		  
	<td>1 min(s) and  54 sec(s)</td>  		  
</tr>
<tr>   		  
	<td><a href="/home/smaz-brn/project/ASIC-W-ICONS/Cadence/w_icons/regressions/runs/latest/w_icons_top.tc_crc5/regression.log">w_icons_top.tc_crc5</a></td>  		  
	<td class="passed">PASSED</td>  		  
	<td>12:08:41</td>  		  
	<td>12:12:48</td>  		  
	<td><div class="duration-bar" style="width: 247px"></div></td>  		  
	<td>4 min(s) and  7 sec(s)</td>  		  
</tr>
